ESS_Meter.CommStatus.St,ShirleySouth-ESSPlant-ESS1,HealthStatus,CommsStatusMeter,,
ESS.CommStatus.St,ShirleySouth-ESSPlant-ESS1,HealthStatus,CommsStatus,,
inv1_meter.CommStatus.St,ShirleySouth-PVPlant-Inverter1,HealthStatus,CommsStatusMeter,,
inv1.CommStatus.St,ShirleySouth-PVPlant-Inverter1,HealthStatus,CommsStatus,,
pcc_meter.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusMeter,,
recloser.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusRecloser,,
weatherStation.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusWeather,,
radio_north.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusRadio,,
inv1_meter.meter.Hz,ShirleySouth-PVPlant-Inverter1,OpStatus,Freq_raw,,Hz
inv1_meter.meter.Hz_SF,ShirleySouth-PVPlant-Inverter1,OpStatus,Freq_SF,,
inv1_meter.meter.W,ShirleySouth-PVPlant-Inverter1,OpStatus,Pwr_raw,,kW
inv1_meter.meter.W_SF,ShirleySouth-PVPlant-Inverter1,OpStatus,Pwr_SF,,none
inv1_meter.meter.Evt,ShirleySouth-PVPlant-Inverter1,HealthStatus,MeterEvt,,
ess_meter.meter.Hz,ShirleySouth-ESSPlant-ESS1,OpStatus,Freq_raw,,Hz
ess_meter.meter.Hz_SF,ShirleySouth-ESSPlant-ESS1,OpStatus,Freq_SF,,
ess_meter.meter.W,ShirleySouth-ESSPlant-ESS1,OpStatus,Pwr_raw,,kW
ess_meter.meter.W_SF,ShirleySouth-ESSPlant-ESS1,OpStatus,Pwr_SF,,
ess_meter.meter.Evt,ShirleySouth-ESSPlant-ESS1,HealthStatus,MeterEvt,,
pcc_meter.meter.Hz,ShirleySouth,OpStatus,Freq_raw,,Hz
pcc_meter.meter.Hz_SF,ShirleySouth,OpStatus,Freq_SF,,
pcc_meter.meter.W,ShirleySouth,OpStatus,Pwr_raw,,kW
pcc_meter.meter.W_SF,ShirleySouth,OpStatus,Pwr_SF,,none
pcc_meter.meter.Evt,ShirleySouth,HealthStatus,MeterEvt,,
weatherStation.irradiance.GHI,ShirleySouth,EnvStatus,GHI,,
gps.gps.Lat,ShirleySouth,EnvStatus,GPS_Lat,,
gps.gps.Long,ShirleySouth,EnvStatus,GPS_Lon,,
pmc.mode_control.OpsModCtrl,ShirleySouth,ModeControl,OpModeCtrl,,
pmc.mode_control.OpsModSt,ShirleySouth,ModeStatus,OpModeStatus,,
pmc.mode_control.SysModCtrl,ShirleySouth,ModeControl,SysModeCtrl,,
pmc.mode_control.SysModSt,ShirleySouth,ModeStatus,SysModeStatus,,
pmc.mode_control.GSModCtrl,ShirleySouth,ModeControl,GSModeCtrl,,
pmc.mode_control.GSModSt,ShirleySouth,ModeStatus,GSModeStatus,,
pmc.monitor.GSHeartBeat,ShirleySouth,ModeStatus,GSHeartBeat,,
pmc.monitor.PMCWatchDog,ShirleySouth,ModeControl,PMCWatchDog,,
pmc.monitor.WatchDogTimeoutEnable,ShirleySouth,ModeControl,WatchDogTimeoutEnable,,
pmc.monitor.PMCOpModeReason,ShirleySouth,ModeStatus,OpModeReason,,
pmc.monitor.PMCSysModeReason,ShirleySouth,ModeStatus,SysModeReason,,
IBS.ramp_limit.MaxRRmpRte,ShirleySouth-ESSPlant,RealPwrCtrl,RampLimit,,kW/sec
IBS.ramp_limit.MaxQRmpRte,ShirleySouth-ESSPlant,QModeCtrl,RampLimit,,kVAr/sec
IBS.real_pwr_ctrl.W_SetPoint,ShirleySouth-ESSPlant,RealPwrCtrl,SetPoint,,kW
IBS.real_pwr_ctrl.W_WinTms,ShirleySouth-ESSPlant,RealPwrCtrl,TimeWindow,,
IBS.real_pwr_ctrl.W_RvrtTms,ShirleySouth-ESSPlant,RealPwrCtrl,RevertTime,,
IBS.real_pwr_ctrl.W_RmpTms,ShirleySouth-ESSPlant,RealPwrCtrl,RampTime,,
IBS.real_pwr_ctrl.W_Perm,ShirleySouth-ESSPlant,RealPwrCtrl,Permission,,
IBS.real_pwr_ctrl.W_Enable,ShirleySouth-ESSPlant,RealPwrCtrl,Enable,,
IBS.real_pwr_ctrl.W_Trigger,ShirleySouth-ESSPlant,RealPwrCtrl,Trigger,,
IBS.real_pwr_ctrl.W_Status,ShirleySouth-ESSPlant,RealPwrCtrl,Status,,
IBS.q_pwr_ctrl.Reactive_Power_Mode,ShirleySouth-ESSPlant,QModeCtrl,qMode,,
IBS.pf_ctrl.PFC_Setpoint,ShirleySouth-ESSPlant,PF,SetPoint,,
IBS.pf_ctrl.PFC_WinTms,ShirleySouth-ESSPlant,PF,TimeWindow,,
IBS.pf_ctrl.PFC_RvrtTms,ShirleySouth-ESSPlant,PF,RevertTime,,
